mintore_name,aid,kata,name,rarity,item_type,game
Nのゾロアークex UR [SV9 131/100],506160,131/100,Nのゾロアークex,UR,single,ポケカ
Nのゾロアークex: エラー版 UR [SV9 131/100],524253,131/100,Nのゾロアークex :エラー版,UR,single,ポケカ
Nのゾロアークex: ミラー [MC 470/742],740672,470/742,Nのゾロアークex :ミラー,,single,ポケカ
Nのダルマッカ C [SV9 015/100],485639,015/100,Nのダルマッカ,C,single,ポケカ
Nのダルマッカ [M2a 027/193],730073,027/193,Nのダルマッカ,,single,ポケカ
Nのダルマッカ [MC 118/742],740286,118/742,Nのダルマッカ,,single,ポケカ
Nのダルマッカ: エネルギーマークミラー [M2a 027/193],732647,027/193,Nのダルマッカ :エネルギーマークミラー,,single,ポケカ
Nのダルマッカ: モンスターボール/オシャボミラー [M2a 027/193],732646,027/193,Nのダルマッカ :モンスターボール/オシャボミラー,,single,ポケカ
Nのチョロネコ C [SV9 059/100],497643,059/100,Nのチョロネコ,C,single,ポケカ
Nのチョロネコ [MC 457/742],740659,457/742,Nのチョロネコ,,single,ポケカ
Nのバイバニラ [M2a 039/193],730084,039/193,Nのバイバニラ,,single,ポケカ
Nのバイバニラ: エネルギーマークミラー [M2a 039/193],732665,039/193,Nのバイバニラ :エネルギーマークミラー,,single,ポケカ
Nのバイバニラ: モンスターボール/オシャボミラー [M2a 039/193],732664,039/193,Nのバイバニラ :モンスターボール/オシャボミラー,,single,ポケカ
Nのバチュル C [SV9 028/100],499846,028/100,Nのバチュル,C,single,ポケカ
Nのバニプッチ [M2a 037/193],730082,037/193,Nのバニプッチ,,single,ポケカ
Nのバニプッチ: エネルギーマークミラー [M2a 037/193],732661,037/193,Nのバニプッチ :エネルギーマークミラー,,single,ポケカ
Nのバニプッチ: モンスターボール/オシャボミラー [M2a 037/193],732660,037/193,Nのバニプッチ :モンスターボール/オシャボミラー,,single,ポケカ
Nのバニリッチ [M2a 038/193],730083,038/193,Nのバニリッチ,,single,ポケカ
Nのバニリッチ: エネルギーマークミラー [M2a 038/193],732663,038/193,Nのバニリッチ :エネルギーマークミラー,,single,ポケカ
Nのバニリッチ: モンスターボール/オシャボミラー [M2a 038/193],732662,038/193,Nのバニリッチ :モンスターボール/オシャボミラー,,single,ポケカ
Nのヒヒダルマ P [SVP EN 181]【英語版】,726415,SVPEN181,Nのヒヒダルマ,P,single,ポケカ
Nのヒヒダルマ P [SVP EN 181]【英語版】,726416,SVPEN181,Nのヒヒダルマ,P,single,ポケカ
Nのヒヒダルマ U [SV9 016/100],485640,016/100,Nのヒヒダルマ,U,single,ポケカ
Nのヒヒダルマ [M2a 028/193],730074,028/193,Nのヒヒダルマ,,single,ポケカ
Nのヒヒダルマ [MC 119/742],740287,119/742,Nのヒヒダルマ,,single,ポケカ
Nのヒヒダルマ: エネルギーマークミラー [M2a 028/193],732649,028/193,Nのヒヒダルマ :エネルギーマークミラー,,single,ポケカ
Nのヒヒダルマ: モンスターボール/オシャボミラー [M2a 028/193],732648,028/193,Nのヒヒダルマ :モンスターボール/オシャボミラー,,single,ポケカ
Nのポイントアップ SR [M2a 214/193],731019,214/193,Nのポイントアップ,SR,single,ポケカ
Nのポイントアップ U [SV9 089/100],485651,089/100,Nのポイントアップ,U,single,ポケカ
Nのポイントアップ UR [ASC 262/217]【英語版】,757469,262/217,Nのポイントアップ,UR,single,ポケカ
Nのポイントアップ [M2a 146/193],730187,146/193,Nのポイントアップ,,single,ポケカ
Nのポイントアップ [MC 635/742],740858,635/742,Nのポイントアップ,,single,ポケカ
Nのレシラム AR [SV9 109/100],485654,109/100,Nのレシラム,AR,single,ポケカ
Nのレシラム R [SV9 074/100],485650,074/100,Nのレシラム,R,single,ポケカ
Nのレシラム [M2a 128/193],730170,128/193,Nのレシラム,,single,ポケカ
Nのレシラム [MC 545/742],740755,545/742,Nのレシラム,,single,ポケカ
Nのレシラム: エネルギーマークミラー [M2a 128/193],732805,128/193,Nのレシラム :エネルギーマークミラー,,single,ポケカ
Nのレシラム: モンスターボール/オシャボミラー [M2a 128/193],732804,128/193,Nのレシラム :モンスターボール/オシャボミラー,,single,ポケカ
Nの城 U [SV9 097/100],497651,097/100,Nの城,U,single,ポケカ
Nの城 [M2a 181/193],730222,181/193,Nの城,,single,ポケカ
Nの筋書き SAR [SV11B 173/086],606907,173/086,Nの筋書き,SAR,single,ポケカ
Nの筋書き SIR [BLK EN 170/170]【英語版】,656378,170/170,Nの筋書き,SIR,single,ポケカ
Nの筋書き SR [SV11B 165/086],608531,165/086,Nの筋書き,SR,single,ポケカ
Nの筋書き U [SV11B 083/086],605449,083/086,Nの筋書き,U,single,ポケカ
Nの筋書き U: モンスターボールミラー [SV11B 083/086],609744,083/086,Nの筋書き U :モンスターボールミラー,,single,ポケカ
Nの筋書き UR [BLK EN 163/170]【英語版】,656371,163/170,Nの筋書き,UR,single,ポケカ
Nの筋書き [MC 701/742],740940,701/742,Nの筋書き,,single,ポケカ
Nの覚悟 SR [SM11b 066/049],124085,066/049,Nの覚悟,SR,single,ポケカ
Nの覚悟 U [SM11b 045/049],340633,045/049,Nの覚悟,U,single,ポケカ
Nの覚悟 UR [232/236]【英語版】,492408,232/236,Nの覚悟,UR,single,ポケカ
R-エネルギー [PCGS-bl 020/020],446541,020/020,R-エネルギー,,single,ポケカ
R-エネルギー [PCGS-si 020/020],446626,020/020,R-エネルギー,,single,ポケカ
R-エネルギー ◆ [PCG3 083/084],437767,083/084,R-エネルギー ◆,,single,ポケカ
R-エネルギー ◆: 1ED [PCG3 083/084],437766,083/084,R-エネルギー ◆ :1ED,,single,ポケカ
R-エネルギー: 1ED [PCGS-bl 020/020],446540,020/020,R-エネルギー :1ED,,single,ポケカ
R-エネルギー: 1ED [PCGS-si 020/020],446625,020/020,R-エネルギー :1ED,,single,ポケカ
R団のエビワラー R: 旧裏 [PMCG-G1 No.107],309417,PMCG-G1NO.107,R団のエビワラー R: 旧裏,,single,ポケカ
R団のエビワラーex ☆ [PCG3 060/084],437733,060/084,R団のエビワラーex ☆,,single,ポケカ
R団のエビワラーex ☆: 1ED [PCG3 060/084],91803,060/084,R団のエビワラーex ☆: 1ED,,single,ポケカ
R団のエンテイ ★: 1ED [VS 095/141],92084,095/141,R団のエンテイ ★ :1ED,,single,ポケカ
R団のエンテイex ☆ [PCG3 068/084],91801,068/084,R団のエンテイex ☆,,single,ポケカ
R団のエンテイex ☆: 1ED [PCG3 068/084],437741,068/084,R団のエンテイex ☆ :1ED,,single,ポケカ
R団のカビゴン ★: 旧裏 [PMCG-G2 No.143],454532,PMCG-G2NO.143,R団のカビゴン ★ : 旧裏,,single,ポケカ
R団のカビゴンex ☆ [PCG3 062/084],437735,062/084,R団のカビゴンex ☆,,single,ポケカ
R団のカビゴンex ☆: 1ED [PCG3 062/084],91800,062/084,R団のカビゴンex ☆: 1ED,,single,ポケカ
R団のサンダー R: 旧裏 [PMCG-G2 No.145],92139,PMCG-G2NO.145,R団のサンダー R: 旧裏,,single,ポケカ
R団のサンダー ★: 25thホロ [No.145],428825,NO.145,R団のサンダー ★ :25thホロ,,single,ポケカ
R団のサンダー ★: 旧裏 [PMCG-G2 No.145],454504,PMCG-G2NO.145,R団のサンダー ★ : 旧裏,,single,ポケカ
R団のサンダー(25th): プロモ [025 008],135980,008/025,R団のサンダー(25th),プロモ,single,ポケカ
R団のサンダーex ☆ [PCG3 063/084],437736,063/084,R団のサンダーex ☆,,single,ポケカ
R団のサンダーex ☆: 1ED [PCG3 063/084],91805,063/084,R団のサンダーex ☆: 1ED,,single,ポケカ
R団のスイクン ★: 1ED [VS 096/141],92086,096/141,R団のスイクン ★ :1ED,,single,ポケカ
R団のスイクンex ☆ [PCG3 069/084],93273,069/084,R団のスイクンex ☆,,single,ポケカ
R団のスイクンex ☆: 1ED [PCG3 069/084],437742,069/084,R団のスイクンex ☆ :1ED,,single,ポケカ
R団のストライク ★: 旧裏 [PMCG-G1 No.123],454061,PMCG-G1NO.123,R団のストライク ★ : 旧裏,,single,ポケカ
R団のストライクex ☆ [PCG3 061/084],110059,061/084,R団のストライクex ☆,,single,ポケカ
R団のストライクex ☆: 1ED [PCG3 061/084],437734,061/084,R団のストライクex ☆ :1ED,,single,ポケカ
R団のセレビィ R [PCG3 071/084],110060,071/084,R団のセレビィ,R,single,ポケカ
R団のセレビィ ★: 1ED [PCG3 071/084],437744,071/084,R団のセレビィ ★ :1ED,,single,ポケカ
R団のソーナンス R [PCG3 065/084],110085,065/084,R団のソーナンス,R,single,ポケカ
R団のソーナンス ★: 1ED [PCG3 065/084],437738,065/084,R団のソーナンス ★ :1ED,,single,ポケカ
R団のソーナンス ★: 1ED [VS 093/141],111792,093/141,R団のソーナンス ★ :1ED,,single,ポケカ
R団のダグトリオ IR [ASC 239/217]【英語版】,757446,239/217,R団のダグトリオ,IR,single,ポケカ
R団のニャース P [18]【英語版】,746079,18,R団のニャース,P,single,ポケカ
R団のニャース R [PCG3 059/084],110063,059/084,R団のニャース,R,single,ポケカ
R団のニャース ★: 1ED [PCG3 059/084],437732,059/084,R団のニャース ★ :1ED,,single,ポケカ
R団のニューラ P [e-P 003],452540,003/E-P,R団のニューラ,P,single,ポケカ
R団のニューラex ☆ [PCG3 067/084],110058,067/084,R団のニューラex ☆,,single,ポケカ
R団のニューラex ☆: 1ED [PCG3 067/084],437740,067/084,R団のニューラex ☆ :1ED,,single,ポケカ
R団のハッサム P [e-P 002],452539,002/E-P,R団のハッサム,P,single,ポケカ
R団のハッサムex ☆ [PCG3 066/084],91804,066/084,R団のハッサムex ☆,,single,ポケカ
R団のハッサムex ☆: 1ED [PCG3 066/084],437739,066/084,R団のハッサムex ☆ :1ED,,single,ポケカ
R団のバンギラス: 1ED [VS 142/141],92087,142/141,R団のバンギラス :1ED,,single,ポケカ
R団のファイヤー R: 旧裏 [PMCG-G1 No.146],309439,PMCG-G1NO.146,R団のファイヤー R: 旧裏,,single,ポケカ
R団のファイヤーex [PCGS-bl 014/020],91792,014/020,R団のファイヤーex,,single,ポケカ
R団のファイヤーex: 1ED [PCGS-bl 014/020],446529,014/020,R団のファイヤーex :1ED,,single,ポケカ
R団のフリーザーex [PCGS-si 010/020],91791,010/020,R団のフリーザーex,,single,ポケカ
R団のフリーザーex: 1ED [PCGS-si 010/020],446607,010/020,R団のフリーザーex :1ED,,single,ポケカ
R団のペルシアンex P [PCG-P 036],452680,036/PCG-P,R団のペルシアンex,P,single,ポケカ
R団のペルシアンex P [PCG-P 053],452697,053/PCG-P,R団のペルシアンex,P,single,ポケカ
R団のペルシアンex: プロモ [PCG-P 053/PCG-P],93232,053/PCG-P,R団のペルシアンex,プロモ,single,ポケカ
R団のミミッキュ IR [ASC 238/217]【英語版】,757445,238/217,R団のミミッキュ,IR,single,ポケカ
R団のミュウツー R: 旧裏 [PMCG-G2 No.150],92145,PMCG-G2NO.150,R団のミュウツー R: 旧裏,,single,ポケカ
R団のミュウツーex SIR [ASC 281/217]【英語版】,757484,281/217,R団のミュウツーex,SIR,single,ポケカ
R団のミュウツーex ☆ [PCG3 064/084],91802,064/084,R団のミュウツーex ☆,,single,ポケカ
R団のミュウツーex ☆: 1ED [PCG3 064/084],437737,064/084,R団のミュウツーex ☆ :1ED,,single,ポケカ
R団のライコウ ★: 1ED [VS 094/141],92085,094/141,R団のライコウ ★ :1ED,,single,ポケカ
R団のライコウex P [PCG-P 026],452670,026/PCG-P,R団のライコウex,P,single,ポケカ
R団のライコウex P [PCG-P 035],452679,035/PCG-P,R団のライコウex,P,single,ポケカ
R団のライコウex: プロモ [PCG-P 026/PCG-P],93245,026/PCG-P,R団のライコウex,プロモ,single,ポケカ
R団のライコウex: プロモ [PCG-P 035/PCG-P],93246,035/PCG-P,R団のライコウex,プロモ,single,ポケカ
R団のレシーバー UR [ASC 263/217]【英語版】,757470,263/217,R団のレシーバー,UR,single,ポケカ
R団のワザマシン01 ◆: 1ED [VS 127/141],427938,127/141,R団のワザマシン01 ◆ :1ED,,single,ポケカ
SPエネルギー [DPt-P 020],453413,020/DPT-P,SPエネルギー,プロモ,single,ポケカ
SPエネルギー [Pt 016/016](対戦スターターパックSP「ガブリアスVSリザードン ガブリアスデッキ」),450320,016/016,SPエネルギー,,single,ポケカ
SPエネルギー [Pt 016/016](対戦スターターパックSP「ガブリアスVSリザードン リザードンデッキ」),450349,016/016,SPエネルギー,,single,ポケカ
SPエネルギー [Pt 018/018](対戦スターターパックSP「ゴウカザルVSエルレイド エルレイドデッキ」),450188,018/018,SPエネルギー,,single,ポケカ
SPエネルギー [Pt 018/018](対戦スターターパックSP「ゴウカザルVSエルレイド ゴウカザルデッキ」),450152,018/018,SPエネルギー,,single,ポケカ
SPエネルギー ◆ [Pt2 085/090],448645,085/090,SPエネルギー ◆,,single,ポケカ
SPエネルギー ◆ [Pt3 095/100],449402,095/100,SPエネルギー ◆,,single,ポケカ
SPエネルギー ◆: 1ED [Pt2 085/090],448644,085/090,SPエネルギー ◆ :1ED,,single,ポケカ
SPエネルギー ◆: 1ED [Pt3 095/100],449401,095/100,SPエネルギー ◆ :1ED,,single,ポケカ
SPエネルギー: 1ED [Pt 016/016](対戦スターターパックSP「ガブリアスVSリザードン ガブリアスデッキ」),450319,016/016,SPエネルギー :1ED,,single,ポケカ
SPエネルギー: 1ED [Pt 016/016](対戦スターターパックSP「ガブリアスVSリザードン リザードンデッキ」),450348,016/016,SPエネルギー :1ED,,single,ポケカ
SPエネルギー: 1ED [Pt 018/018](対戦スターターパックSP「ゴウカザルVSエルレイド エルレイドデッキ」),450187,018/018,SPエネルギー :1ED,,single,ポケカ
SPエネルギー: 1ED [Pt 018/018](対戦スターターパックSP「ゴウカザルVSエルレイド ゴウカザルデッキ」),450151,018/018,SPエネルギー :1ED,,single,ポケカ
TVレポーター C [SM6b 062/066],391795,062/066,TVレポーター,C,single,ポケカ
TVレポーター SR [SM6b 074/066],91304,074/066,TVレポーター,SR,single,ポケカ
TVレポーター UR [167/168]【英語版】,492908,167/168,TVレポーター,UR,single,ポケカ
TVレポーター [ADV 017/019](構築済みスターター「フライゴンデッキ」),431460,017/019,TVレポーター,,single,ポケカ
TVレポーター [ADV 017/019](構築済みスターター「ボーマンダデッキ」),431498,017/019,TVレポーター,,single,ポケカ
TVレポーター [PCG 010/015](クイック・コンストラクション・パック「タイプユニット: 水」),433318,010/015,TVレポーター,,single,ポケカ
TVレポーター [PCG 010/015](クイック・コンストラクション・パック「タイプユニット: 炎」),433294,010/015,TVレポーター,,single,ポケカ
TVレポーター [PCG-E 015/019],433008,015/019,TVレポーター,,single,ポケカ
TVレポーター [PCG-MR 009/015],433035,009/015,TVレポーター,,single,ポケカ
TVレポーター ◆ [ADV3 051/054],432512,051/054,TVレポーター ◆,,single,ポケカ
TVレポーター ◆: 1ED [ADV3 051/054],432511,051/054,TVレポーター ◆ :1ED,,single,ポケカ
TVレポーター: 1ED [ADV 017/019](構築済みスターター「フライゴンデッキ」),431459,017/019,TVレポーター :1ED,,single,ポケカ
TVレポーター: 1ED [ADV 017/019](構築済みスターター「ボーマンダデッキ」),431497,017/019,TVレポーター :1ED,,single,ポケカ
TVレポーター: 1ED [PCG 010/015](クイック・コンストラクション・パック「タイプユニット: 水」),433317,010/015,TVレポーター :1ED,,single,ポケカ
TVレポーター: 1ED [PCG 010/015](クイック・コンストラクション・パック「タイプユニット: 炎」),433293,010/015,TVレポーター :1ED,,single,ポケカ
TVレポーター: 1ED [PCG 020/024],442560,020/024,TVレポーター :1ED,,single,ポケカ
Uターンボード HR [255/236]【英語版】,492592,255/236,Uターンボード,HR,single,ポケカ
Uターンボード U [SM10b 046/054],393169,046/054,Uターンボード,U,single,ポケカ
Uターンボード UR [SM10b 067/054],393181,067/054,Uターンボード,UR,single,ポケカ
Uターンボード [SM12a 143/173],396125,143/173,Uターンボード,,single,ポケカ
Uターンボード: ミラー [SM12a 143/173],396269,143/173,Uターンボード :ミラー,,single,ポケカ
Vガードエネルギー HR [215/195]【英語版】,487181,215/195,Vガードエネルギー,HR,single,ポケカ
Vガードエネルギー U [S11a 068/068],288705,068/068,Vガードエネルギー,U,single,ポケカ
Vガードエネルギー U: ミラー [S11a 068/068],288706,068/068,Vガードエネルギー U :ミラー,,single,ポケカ
Vガードエネルギー UR [s11a 094/068],95242,094/068,Vガードエネルギー,UR,single,ポケカ
Wレインボーエネルギー ◆ [ADVEX 078/080],110634,078/080,Wレインボーエネルギー ◆,,single,ポケカ
Wレインボーエネルギー ◆ [PCG8 075/075],436801,075/075,Wレインボーエネルギー ◆,,single,ポケカ
